[0.075, 0.1, 0.2, 0.2, 0.275, 0.125, 0.025, 0, 0, 0, 0]
[0.025, 0.0, 0.025, 0.825, 0.025, 0.05, 0.025, 0.0, 0.0, 0.025, 0]
[0.15, 0.125, 0.325, 0.2, 0.15, 0.05, 0, 0, 0, 0, 0]
[0.125, 0.175, 0.35, 0.175, 0.1, 0.05, 0.025, 0, 0, 0, 0]
[0.575, 0.1, 0.275, 0.025, 0.025, 0, 0, 0, 0, 0, 0]
[0.175, 0.15, 0.3, 0.325, 0.0, 0.05, 0, 0, 0, 0, 0]
[0.3, 0.175, 0.25, 0.125, 0.15, 0, 0, 0, 0, 0, 0]
[0.95, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0.4, 0.175, 0.2, 0.175, 0.05, 0, 0, 0, 0, 0, 0]
[0.2, 0.1, 0.175, 0.275, 0.15, 0.075, 0.025, 0, 0, 0, 0]
[0.0, 0.025, 0.125, 0.6, 0.25, 0, 0, 0, 0, 0, 0]
[0.375, 0.075, 0.275, 0.225, 0.025, 0.025, 0, 0, 0, 0, 0]
[0.775, 0.05, 0.125, 0.05, 0, 0, 0, 0, 0, 0, 0]
[0.025, 0.025, 0.05, 0.225, 0.55, 0.1, 0.025, 0, 0, 0, 0]
[0.275, 0.175, 0.175, 0.2, 0.05, 0.125, 0, 0, 0, 0, 0]
[0.025, 0.025, 0.175, 0.3, 0.225, 0.15, 0.05, 0.05, 0, 0, 0]
[0.275, 0.125, 0.325, 0.2, 0.05, 0.025, 0, 0, 0, 0, 0]
[0.925, 0.025, 0.025, 0.025, 0, 0, 0, 0, 0, 0, 0]
[0.1, 0.175, 0.325, 0.225, 0.025, 0.075, 0.05, 0.0, 0.025, 0, 0]
[0.35, 0.175, 0.325, 0.125, 0.025, 0, 0, 0, 0, 0, 0]
[0.15789473684210525, 0.13157894736842105, 0.15789473684210525, 0.2894736842105263, 0.21052631578947367, 0.02631578947368421, 0.02631578947368421, 0, 0, 0, 0]
[0.125, 0.25, 0.325, 0.075, 0.075, 0.1, 0.025, 0.0, 0.0, 0.025, 0]
[0.05, 0.2, 0.275, 0.125, 0.125, 0.2, 0.0, 0.0, 0.0, 0.025, 0]
[0.3, 0.125, 0.075, 0.2, 0.15, 0.075, 0.05, 0.025, 0, 0, 0]
[0.0, 0.125, 0.375, 0.325, 0.125, 0.0, 0.025, 0.025, 0, 0, 0]
[0.05, 0.05, 0.1, 0.175, 0.2, 0.125, 0.125, 0.075, 0.025, 0.075, 0]
[0.425, 0.125, 0.35, 0.025, 0.075, 0, 0, 0, 0, 0, 0]
[0.1, 0.175, 0.2, 0.375, 0.1, 0.025, 0.025, 0, 0, 0, 0]
[0.025, 0.05, 0.075, 0.475, 0.25, 0.075, 0.025, 0.0, 0.025, 0, 0]
[0.3, 0.1, 0.325, 0.1, 0.125, 0.025, 0.025, 0, 0, 0, 0]
[0.4, 0.175, 0.1, 0.15, 0.15, 0.025, 0, 0, 0, 0, 0]
[0.1, 0.075, 0.225, 0.35, 0.225, 0.025, 0, 0, 0, 0, 0]
[0.3, 0.225, 0.25, 0.075, 0.075, 0.025, 0.0, 0.0, 0.0, 0.05, 0]
[0.15, 0.125, 0.35, 0.225, 0.1, 0.0, 0.0, 0.025, 0.0, 0.025, 0]
[0.425, 0.2, 0.175, 0.075, 0.075, 0.05, 0, 0, 0, 0, 0]
[0.1, 0.075, 0.25, 0.15, 0.3, 0.1, 0.025, 0, 0, 0, 0]
